text,label
thankyouforyourservice bluelivesmatter california state fair,8
minion universal studios hollywood,0
goofy smile kiss man lazy regional park,3
lagunabeach laguna beach california,8
aj st week home prunedale california,0
happy nationalicecreamday sweet rose creamery beverly,5
almost just two spoon travelismypassion,5
l ve packing house anaheim anaheimpackingdistrict packing socal southern,0
how cute nintendo x yogurtland yogurtland huntington beach edinger avenue,3
sun venice beach,12
beachday w fam venice beach,9
bird eye view san mateo bridge instatravel birdeyeview viewfromabove bridge,6
seelie fae user muir woods redwood national park,10
happy hour sizzlin the crest sports bar grill,4
family picture griffith observatory,0
this dude user goofy hell lol user user chris paul family foundation,2
summertime living easy deets nobites althea pourhousevape davidsalamin summer love,1
swirl ice cream hasty freez albany i love town icecream,0
first day vegas treated u well caesars palace,12
exploring huntington beach ca user huntington beach ca,14
buy n still use gift card in n out burger,2
such babe tumalofallls pnw neverstopexploring exploreoregon,1
much love lady mt user off home ty nhs amazing care frm drs anesthetist nurse hcas,0
woohoo lake tahoe,8
more celebrating user italian restaurant encino ca,0
happier bella vista groves,5
new video on my channel learn get pretty summer glow amp forget pretty please,7
somewhere always summer palm springs acehotelandswimclub palmsprings,12
it street art today sf streetart sanfrancisco california carlifornie,9
she thought i getting nice pic pokemongo teamvalor nerd asian user,2
costamesa evening bike ride lou amp user goodtimes costa mesa california,11
let go li joe evo usa mandalay bay events center,11
i love i see shot spot clarecassidyphotography cassidycurrentsession,1
user nd day user sunny visalia ca make sure come,12
birthday celebration lovely lady barmyx,0
the beautiful one i swear streetart balmystreet mission sanfrancisco california,1
woodland hills california,2
i from top bottom sideways upside we celebrated th together,0
regrann dielon best always nice see vape fam regrann doc pheelgood tvl user,15
a spicy volcano roll erupted mouth delectable cali made fall love,4
best friend california lutheran university,5
pm summer time long day hot weather southerncalifornia trader,12
congrats ladieone seize baby girl autumn can wait spoil one love,2
magic happen believe disneyland,8
hillsboro oregon dusk there nothing like hillsboro oregon,1
the fun i ever thank wonderful,5
if know win hint friedchicken tiffany on vine,16
the world giant imagine bfg pacific theatres americana,7
palace fine arts sanfrancisco san francisco california,1
tinkerbell disneyland disneyland,7
world lassen volcanic national park,3
sunday evening shenanigan justsaynotofairfood orange county fair in costa mesa,3
vote bunghole cornholio makeamericagreatagain dumptrump trump ruston,11
today workout go egg cutlet i pretty sure,2
la newlywed status los angeles california,0
family affair top of the beverly hills,6
familylove watsonminniatureschnauser wilcox morning hike beautiful daughter weekend fun,0
back summer vibe disneyland,7
this guy insane bakersfield adventures riverwalk riverwalk park,4
successful weekend jw marriott desert springs resort amp spa,12
ending weekend sunset manhattan beach always fun part sport med,1
made hill crest caught tail end sunday funday pride good time,18
that one big as wheel lol oc fair,2
it good come home vacation much fun gone,5
it lit projectz whatanight squad the national orange show nos event center,4
into blue bigbear bigbearlake intotheblue bun bunsout mermaid lake california,8
sky above me earth below me fire within me sponsored user athletabrandambassador,4
i get go school le min newport,1
i stop world melt missyou art artsy neonart pink neon neonlights,0
crowne plaza hotel commerce casino los angeles,2
my happy place disneyland california adventure,0
probably gon na get trouble i resist pumped able flow,2
great sunday very good time friend selfie mom,9
so happy nc homegrown german girl came visit the coffee bean amp tea leaf,0
beach day nearest dearest lovingthisweather,12
thankful family daveandbuster familyfirst dave amp buster,0
happy father happy birthday emily sausages lifeofpets pokemongo cpk blababooth user,2
best day ever love yawwesome needed big time yawwesome mymagicalunicorn,13
good night california santamonica datenight lovinglife californiadreaming fairmont,0
kim savage taylor fraud,2
my twin bros i got married lol derick left devan right,2
birthdaywithfriends theabbey weho hashtag friend the abbey food amp bar west,0
couch view lookin like sundaze the olivian luxury apartment homes,1
datenight w boo thang aslane revel,0
such amazing show last night user thank laugh comedy,0
still get fact i live fam love endlessly liggett st,8
nothing better lambretta cretins clubhouse,19
rocky road ice cream suck boutitboutit yoyoma ddwvision waterfront portland oregon,18
i ready picture obviously face looked funny i wanted post,2
oh know balling babyburbs hardworkneverstops tb user,2
best staff ever laguna beach sun fun,3
palace fine arts supercold mrmrscbyahe palace fine arts,1
it yaya day in n out burger,8
smores summernights shingle springs california,1
pork belly goodness foodie sandiegofood toronado san diego,1
kristifreeland big sur california,0
cheekbones mcgee photo bombing pug way home went beach enjoy,2
the bullock clan going hard in catalina avalon california,11
ready come makeup shopping first day beauty stylist nordstrom glendale,7
lbc ballast point brewery kitchen long beach,0
cousinlove allaboutfamily lovemyfamily i south,0
the amazing crew beautiful people loving life ourtribe itsallforlove,0
sweet dream love world art user the sunset,7
hawks landing yucca valley calif,0
dream big love robesbyarika one dream thank guy part,7
i look like pudgey mcpudgerson damn picture badass ilovethispreciousgem,1
damn babe clean well mypersonalmechanic weddingattire bestdressedcouple usie,19
my love sundayfunday san diego california,0
squad brother user kellen rowe kamthekiidd buena park hotels suites,4
bring back original worldofcolor mickey fun wheel,4
yesterday amazing day together user never forget,3
sometimes need hurt order grow big dipper,0
mr amp mrs grant harman shestolehishartman brideandgroom beautifulwedding foreverandever,0
stephen marley brooklyn bowl las vegas,4
just press playa santa monica california,6
sanclementebeach long time friend gloria roadtrip san clemente beach ca,9
morevibes sound sound sound oakland california,3
melanin sundaze ankhlife highervibration beardgang the pier at redondo beach,12
banak lit ocean fire friends perfect chill night lit user camp qwanoes,4
i wish i could turn couch shirt repost neontalk rad sofa ikea catalogue,1
life good lit lit jgs user camp qwanoes,4
ready kick new week first zzzz my bed adelanto ca,0
celebrating national ice cream day ice cream sandwich,16
last thing lickitung expected irish spring soap pokemongo teaminstinct,19
desperately trying join skate crew lasummer playa del rey beach,2
sunday squad goals saulsisters manhattan beach strand,3
layered caramel cold brew heaven ice jump start espresso,0
bff catchup local beer amp fry the grownup version th grade ritual the hilt portland or,0
watching california chrome tonight i love job del,0
loved xlv user user and finally got see k efthemes action x,4
i get stunning user such flawless bride meettheomalleys,0
come get pokemon photography pikachu pikachuphotography photographylovers selling,3
motorbike ride peak user twin peaks summit,10
mothafuckin starboy jeremiahlazo studio cc user admirals club los angeles,18
finally free sunday no dance work spending good christmas event,17
pismo beach california,5
user know way buzzingbees user pillow amp swanky scotch scotch,0
wing mt hood brewing co,5
make every side walk personal soul train line t u e s d a y new user,4
name flynn princess fantasy faire,8
braving element today user come see blow deal we,14
bliss sunday involves mani pedi massage combo cha spa santa monica ca,1
raidernation take over it like charger fan raiders qualcomm stadium,2
have mercy fullhousehouse san francisco california,0
i expecting love i know i deserve words,0
my relaxing sunday menlo park california,12
my love palo alto california,0
yucateco dam i love yucatecan root food straight comidayucateca,4
family everything little mexico,3
that time user tribe big fit instagram nd annual ugly,2
capital fun the citizen hotel autograph collection,0
my new sign thank sooo much stephieannflores lucky sign never cease amaze,8
christmas the dog house seattle wa,17
last night event lit glowdupla freshempire keepitfresh freshla los angeles california,4
